ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5579	"ENSG00000178719.16"	"GRINA"	chr8	+	143991877	143992373	143991877	143992078	143992244	143992373	5579	52,38,34	156,162,81	73,52,8	374,231,55	266	100	0.00777620187526	0.037216835208	0.111,0.081,0.136	0.068,0.078,0.052	0.043
632	"ENSG00000137221.14"	"TJAP1"	chr6	+	43502587	43503508	43502587	43502617	43503400	43503508	632	18,11,10	1,1,0	15,23,57	0,2,5	883	100	0.0078569771819	0.0374909240865	0.671,0.555,1.0	1.0,0.566,0.564	0.032
4463	"ENSG00000256269.7"	"HMBS"	chr11	+	119092124	119092523	119092124	119092163	119092403	119092523	4463	23,31,37	25,22,30	45,41,50	28,6,17	340	100	0.00787131178393	0.0375135200629	0.213,0.293,0.266	0.321,0.668,0.464	-0.227
1874	"ENSG00000177054.13"	"ZDHHC13"	chr11	+	19166301	19170568	19166301	19166385	19170410	19170568	1874	75,84,99	29,36,37	100,67,145	25,13,36	4125	100	0.00790607660347	0.037633309825	0.059,0.054,0.061	0.088,0.111,0.089	-0.038
1239	"ENSG00000166140.17"	"ZFYVE19"	chr15	+	40813942	40814569	40813942	40814070	40814147	40814569	1239	118,55,46	110,42,96	8,3,15	19,18,26	177	100	0.00797506492276	0.0379155154722	0.377,0.425,0.213	0.192,0.086,0.246	0.164
2069	"ENSG00000185324.21"	"CDK10"	chr16	+	89693273	89693467	89693273	89693326	89693397	89693467	2069	46,59,83	11,9,9	86,82,67	35,17,23	171	100	0.00801301962228	0.0380496727629	0.71,0.793,0.844	0.59,0.738,0.63	0.13
5504	"ENSG00000133606.10"	"MKRN1"	chr7	-	140455094	140455900	140455094	140455233	140455789	140455900	5504	44,45,43	152,135,149	90,126,84	315,254,128	656	100	0.00812804538384	0.0385490307768	0.042,0.048,0.042	0.042,0.07,0.091	-0.024
5369	"ENSG00000114388.12"	"NPRL2"	chr3	-	50348684	50349010	50348684	50348782	50348873	50349010	5369	5,1,5	100,97,66	9,7,8	91,73,67	191	100	0.00820938662948	0.0388876156946	0.026,0.005,0.038	0.049,0.048,0.059	-0.029
2991	"ENSG00000124067.16"	"SLC12A4"	chr16	-	67945086	67945553	67945086	67945220	67945368	67945553	2991	31,23,27	71,34,36	28,13,1	86,39,8	248	100	0.00825670128146	0.0390643929878	0.15,0.214,0.232	0.116,0.118,0.048	0.105
1915	"ENSG00000147813.15"	"NAPRT"	chr8	-	143576077	143576572	143576077	143576162	143576431	143576572	1915	12,26,3	25,26,3	15,9,11	3,1,9	369	100	0.00835303533052	0.039472384609	0.115,0.213,0.213	0.575,0.709,0.249	-0.331
4518	"ENSG00000141504.11"	"SAT2"	chr17	-	7627362	7627805	7627362	7627414	7627569	7627805	4518	94,56,60	34,23,19	112,79,49	67,43,32	255	100	0.00848409794373	0.0400433028552	0.52,0.488,0.553	0.396,0.419,0.375	0.124
5305	"ENSG00000140525.17"	"FANCI"	chr15	+	89281764	89283250	89281764	89281835	89283135	89283250	5305	433,372,493	80,59,86	857,712,956	130,84,98	1400	100	0.00852654051703	0.0401950788185	0.279,0.311,0.291	0.32,0.377,0.411	-0.076
3160	"ENSG00000120889.12"	"TNFRSF10B"	chr8	-	23028330	23028602	23028330	23028441	23028528	23028602	3160	207,220,250	26,41,39	536,453,141	121,108,31	187	100	0.00857641877054	0.0403814994642	0.81,0.742,0.774	0.703,0.692,0.709	0.074
5030	"ENSG00000138750.14"	"NUP54"	chr4	-	76117663	76118194	76117663	76117774	76118074	76118194	5030	14,19,14	102,180,147	34,22,34	185,136,164	400	100	0.00863494788403	0.0406081544293	0.033,0.026,0.023	0.044,0.039,0.049	-0.017
214	"ENSG00000175197.11"	"DDIT3"	chr12	-	57517268	57517753	57517268	57517438	57517705	57517753	214	724,567,307	208,103,98	84,101,53	43,51,15	367	100	0.00877889001994	0.0412265027856	0.487,0.6,0.461	0.347,0.35,0.491	0.12
5745	"ENSG00000166986.14"	"MARS"	chr12	+	57515919	57516337	57515919	57515991	57516244	57516337	5745	508,435,405	527,478,514	233,217,328	282,129,214	353	100	0.00878753245148	0.0412265027856	0.214,0.205,0.182	0.19,0.323,0.303	-0.072
1111	"ENSG00000188895.11"	"MSL1"	chr17	+	40133041	40133658	40133041	40133109	40133533	40133658	1111	16,23,17	228,216,201	22,16,23	129,145,124	524	100	0.00880002933525	0.0412356290673	0.013,0.02,0.016	0.032,0.021,0.034	-0.013
4985	"ENSG00000188603.18"	"CLN3"	chr16	-	28482104	28482545	28482104	28482382	28482476	28482545	4985	1,2,4	35,21,31	14,7,1	51,17,30	194	100	0.00902140568411	0.0422223394174	0.015,0.047,0.062	0.124,0.175,0.017	-0.064
5664	"ENSG00000129422.14"	"MTUS1"	chr8	-	17653424	17654666	17653424	17653498	17654560	17654666	5664	12,30,25	9,10,19	7,25,30	23,31,21	1162	100	0.00906956089649	0.042396942564	0.103,0.205,0.102	0.026,0.065,0.109	0.07
1819	"ENSG00000172053.17"	"QARS"	chr3	-	49098352	49098692	49098352	49098480	49098599	49098692	1819	34,24,21	200,178,179	28,18,8	338,141,164	219	100	0.00916332955399	0.0426697587354	0.072,0.058,0.051	0.036,0.055,0.022	0.023
2412	"ENSG00000163378.13"	"EOGT"	chr3	-	68988505	68989017	68988505	68988577	68988924	68989017	2412	8,11,25	40,39,41	9,7,4	9,3,4	447	100	0.00915568598079	0.0426697587354	0.043,0.059,0.12	0.183,0.343,0.183	-0.162
763	"ENSG00000212694.8"	"LINC01089"	chr12	-	121795266	121796242	121795266	121795726	121796190	121796242	763	123,77,99	0,0,0	240,207,264	4,3,1	564	100	0.00917159604343	0.0426697587354	1.0,1.0,1.0	0.914,0.924,0.979	0.061
773	"ENSG00000169714.16"	"CNBP"	chr3	-	129171078	129171538	129171078	129171277	129171445	129171538	773	112,90,121	925,726,636	89,112,92	499,402,618	268	100	0.00914623132315	0.0426697587354	0.043,0.044,0.066	0.062,0.094,0.053	-0.019
4357	"ENSG00000104522.15"	"TSTA3"	chr8	-	143614319	143614697	143614319	143614453	143614623	143614697	4357	32,21,8	63,70,34	14,13,11	112,52,35	270	100	0.00940387951912	0.043647107692	0.158,0.1,0.08	0.044,0.085,0.104	0.035
520	"ENSG00000141577.13"	"CEP131"	chr17	-	81189596	81189975	81189596	81189843	81189914	81189975	520	8,0,0	20,3,13	0,0,2	8,3,4	171	100	0.00941122324416	0.043647107692	0.19,0.0,0.0	0.0,0.0,0.226	-0.012
618	"ENSG00000008300.16"	"CELSR3"	chr3	-	48641850	48642467	48641850	48642009	48642357	48642467	618	34,22,20	6,0,2	42,42,22	22,9,6	448	100	0.00941517701749	0.043647107692	0.558,1.0,0.691	0.299,0.51,0.45	0.33
561	"ENSG00000178035.11"	"IMPDH2"	chr3	-	49024324	49024802	49024324	49024404	49024494	49024802	561	16,22,9	205,194,171	20,14,11	127,46,118	190	100	0.00944371198879	0.0437275194931	0.039,0.056,0.027	0.077,0.138,0.047	-0.047
5111	"ENSG00000115073.7"	"ACTR1B"	chr2	-	97658426	97659003	97658426	97658643	97658878	97659003	5111	146,104,100	73,56,53	85,83,128	111,48,93	335	100	0.00952324781714	0.0440436123898	0.374,0.357,0.36	0.186,0.34,0.291	0.091
2705	"ENSG00000113716.12"	"HMGXB3"	chr5	+	150024261	150024680	150024261	150024408	150024504	150024680	2705	348,369,308	10,5,3	322,175,165	0,3,1	196	100	0.00962638051068	0.0444679610352	0.947,0.974,0.981	1.0,0.967,0.988	-0.018
3803	"ENSG00000110888.17"	"CAPRIN2"	chr12	-	30714958	30716676	30714958	30715141	30716507	30716676	3803	1035,1403,1188	13,23,17	159,226,883	9,9,17	1466	100	0.00967828082645	0.0446097147383	0.844,0.806,0.827	0.547,0.631,0.78	0.173
4689	"ENSG00000198276.15"	"UCKL1"	chr20	-	63945804	63946267	63945804	63945975	63946160	63946267	4689	32,8,20	35,35,41	12,22,12	86,42,55	285	100	0.00967989715919	0.0446097147383	0.243,0.074,0.146	0.047,0.155,0.071	0.063
1300	"ENSG00000184634.15"	"MED12"	chrX	+	71137725	71137943	71137725	71137780	71137855	71137943	1300	44,48,29	2,2,3	59,28,52	0,0,2	175	100	0.00991133555704	0.045573771748	0.926,0.932,0.847	1.0,1.0,0.937	-0.077
1523	"ENSG00000150776.17"	"C11orf57"	chr11	+	112074315	112074916	112074315	112074358	112074886	112074916	1523	91,60,63	2,1,3	91,107,68	1,1,0	628	100	0.00991241197181	0.045573771748	0.879,0.905,0.77	0.935,0.945,1.0	-0.109
1956	"ENSG00000182196.13"	"ARL6IP4"	chr12	+	122981956	122982538	122981956	122982074	122982468	122982538	1956	65,35,52	452,394,388	53,38,38	693,409,462	494	100	0.00996480141858	0.0457495788216	0.028,0.018,0.026	0.015,0.018,0.016	0.008
2788	"ENSG00000197989.13"	"SNHG12"	chr1	-	28579532	28579981	28579532	28579587	28579911	28579981	2788	479,614,559	45,44,31	256,165,528	13,11,16	424	100	0.00997406375538	0.0457495788216	0.715,0.767,0.81	0.823,0.78,0.886	-0.066
5565	"ENSG00000196118.11"	"CCDC189"	chr16	-	30759341	30759724	30759341	30759458	30759653	30759724	5565	9,7,16	1,0,2	43,19,15	10,7,2	295	100	0.0100121768849	0.0458705595149	0.753,1.0,0.731	0.593,0.479,0.718	0.231
3205	"ENSG00000112759.16"	"SLC29A1"	chr6	+	44229906	44230481	44229906	44230046	44230346	44230481	3205	180,157,166	260,258,338	30,51,77	61,40,60	400	100	0.0100299993976	0.0458984047375	0.148,0.132,0.109	0.109,0.242,0.243	-0.068
413	"ENSG00000177628.15"	"GBA"	chr1	-	155235194	155235844	155235194	155235311	155235680	155235844	413	6,9,12	64,93,103	23,20,18	209,64,58	469	100	0.0101116656189	0.0462179991095	0.02,0.02,0.024	0.023,0.062,0.062	-0.028
4234	"ENSG00000221926.11"	"TRIM16"	chr17	-	15683035	15684299	15683035	15683157	15684195	15684299	4234	54,39,60	23,10,23	81,146,90	21,25,19	1138	100	0.0101776767851	0.0464653748553	0.171,0.255,0.186	0.253,0.339,0.294	-0.091
3464	"ENSG00000115677.16"	"HDLBP"	chr2	-	241268953	241269295	241268953	241269105	241269200	241269295	3464	39,36,25	5,4,6	34,27,15	2,1,1	195	100	0.0102134127245	0.0465741154345	0.8,0.822,0.681	0.897,0.933,0.885	-0.137
3326	"ENSG00000095906.16"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788137	1788207	3326	9,2,1	37,7,28	2,1,0	20,17,16	186	100	0.010329882518	0.0470503273664	0.116,0.133,0.019	0.051,0.031,0.0	0.062
3551	"ENSG00000213780.10"	"GTF2H4"	chr6	+	30913109	30913387	30913109	30913157	30913308	30913387	3551	36,26,25	64,42,53	45,43,43	42,52,52	251	100	0.0104650748095	0.0476106080972	0.183,0.198,0.158	0.299,0.248,0.248	-0.085
2175	"ENSG00000114779.19"	"ABHD14B"	chr3	-	51971459	51971892	51971459	51971698	51971811	51971892	2175	47,33,46	4,0,3	7,4,15	1,0,0	213	100	0.010536446711	0.0478795741239	0.847,1.0,0.878	0.767,1.0,1.0	-0.014
1612	"ENSG00000092010.14"	"PSME1"	chr14	+	24136984	24137431	24136984	24137017	24137320	24137431	1612	21,25,35	5,0,0	28,30,19	7,7,2	403	100	0.0105664038161	0.0479599374138	0.51,1.0,1.0	0.498,0.515,0.702	0.265
5610	"ENSG00000167700.8"	"MFSD3"	chr8	+	144510597	144510903	144510597	144510722	144510793	144510903	5610	5,2,2	14,7,6	0,1,2	11,7,9	171	100	0.0106696904988	0.0483725643495	0.173,0.143,0.163	0.0,0.077,0.115	0.096
5528	"ENSG00000169738.7"	"DCXR"	chr17	-	82036858	82037547	82036858	82037013	82037449	82037547	5528	123,37,56	67,5,14	38,22,19	2,4,1	536	100	0.0107099507386	0.0484988267514	0.255,0.58,0.427	0.78,0.506,0.78	-0.268
1871	"ENSG00000109323.8"	"MANBA"	chr4	-	102664684	102669049	102664684	102664852	102668962	102669049	1871	20,17,21	29,32,26	22,93,30	37,77,12	4210	100	0.0107250983919	0.04851120893	0.016,0.012,0.019	0.014,0.028,0.056	-0.017
1159	"ENSG00000198399.14"	"ITSN2"	chr2	-	24202863	24204418	24202863	24203783	24204244	24204418	1159	7,5,14	13,19,18	4,3,3	6,12,32	561	100	0.0108486013429	0.0490131029457	0.088,0.045,0.122	0.106,0.043,0.016	0.03
1295	"ENSG00000014216.15"	"CAPN1"	chr11	+	65209848	65210096	65209848	65209917	65210017	65210096	1295	8,3,8	98,71,73	4,2,1	142,65,26	200	100	0.0108699854304	0.0490530058453	0.039,0.021,0.052	0.014,0.015,0.019	0.021
3779	"ENSG00000136699.19"	"SMPD4"	chr2	-	130154276	130155259	130154276	130154482	130155095	130155259	3779	10,4,4	67,29,55	4,15,18	54,37,55	713	100	0.0109868677929	0.0495232748958	0.021,0.019,0.01	0.01,0.054,0.044	-0.019
2511	"ENSG00000094631.18"	"HDAC6"	chrX	+	48814961	48815490	48814961	48815051	48815383	48815490	2511	143,80,107	20,11,21	91,96,152	10,10,4	432	100	0.0110303468859	0.0496048281129	0.623,0.627,0.541	0.678,0.69,0.898	-0.158
5329	"ENSG00000163728.10"	"TTC14"	chr3	+	180608700	180610003	180608700	180608810	180609629	180610003	5329	523,718,833	5,16,8	370,1028,766	16,19,20	919	100	0.0110187721189	0.0496048281129	0.919,0.83,0.919	0.716,0.855,0.806	0.097
3966	"ENSG00000121716.20"	"PILRB"	chr7	+	100353372	100354012	100353372	100353483	100353894	100354012	3966	117,88,114	4,2,10	381,303,265	10,4,2	511	100	0.0111013677754	0.0498668336394	0.851,0.896,0.69	0.882,0.937,0.963	-0.115
658	"ENSG00000164088.17"	"PPM1M"	chr3	+	52248152	52248453	52248152	52248237	52248334	52248453	658	9,8,9	25,14,18	4,4,1	32,12,6	197	100	0.0111256965433	0.0499187394847	0.155,0.225,0.202	0.06,0.145,0.078	0.1
1003	"ENSG00000089818.17"	"NECAP1"	chr12	+	8090194	8093055	8090194	8092784	8092871	8093055	1003	22,22,27	26,59,52	17,22,15	64,61,64	187	100	0.0111825246967	0.0501161771958	0.312,0.166,0.217	0.124,0.162,0.111	0.099
1225	"ENSG00000060971.17"	"ACAA1"	chr3	-	38125825	38126700	38125825	38125881	38126509	38126700	1225	150,134,146	1,2,3	223,142,160	9,3,7	728	100	0.0112262109208	0.0502543325069	0.954,0.902,0.87	0.773,0.867,0.758	0.109
2978	"ENSG00000166793.10"	"YPEL4"	chr11	-	57646296	57646794	57646296	57646405	57646750	57646794	2978	12,4,16	4,0,1	6,30,4	1,1,0	445	100	0.0114601752011	0.0512429801898	0.403,1.0,0.782	0.574,0.871,1.0	-0.087
5618	"ENSG00000141562.17"	"NARF"	chr17	+	82483715	82484950	82483715	82483779	82484812	82484950	5618	329,240,232	208,165,137	276,381,295	215,85,115	1133	100	0.011665940701	0.0521034242966	0.123,0.114,0.13	0.102,0.283,0.185	-0.068
1668	"ENSG00000171953.15"	"ATPAF2"	chr17	-	18021122	18021663	18021122	18021238	18021421	18021663	1668	17,8,17	11,7,5	7,8,3	0,0,3	283	100	0.011726574319	0.0522547918343	0.353,0.288,0.546	1.0,1.0,0.261	-0.358
5262	"ENSG00000151150.21"	"ANK3"	chr10	-	60059339	60060006	60059339	60059430	60059697	60060006	5262	0,2,1	1,2,6	37,25,64	100,60,111	367	100	0.011716518511	0.0522547918343	0.0,0.214,0.043	0.092,0.102,0.136	-0.024
2305	"ENSG00000223705.9"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75415980	75416191	2305	59,38,71	1,0,1	167,144,133	1,5,5	310	100	0.011748615483	0.0522933818993	0.95,1.0,0.958	0.982,0.903,0.896	0.042
1367	"ENSG00000103174.11"	"NAGPA"	chr16	-	5027134	5027379	5027134	5027198	5027277	5027379	1367	5,2,4	6,2,7	1,2,3	13,12,8	179	100	0.0118915987469	0.0528095089806	0.318,0.358,0.242	0.041,0.085,0.173	0.206
5121	"ENSG00000164050.12"	"PLXNB1"	chr3	-	48411862	48412304	48411862	48412009	48412237	48412304	5121	11,11,1	8,2,5	37,19,24	103,90,112	328	100	0.0118789635528	0.0528095089806	0.295,0.626,0.057	0.099,0.06,0.061	0.253
3895	"ENSG00000138035.14"	"PNPT1"	chr2	-	55680711	55680918	55680711	55680759	55680854	55680918	3895	1,2,6	88,140,111	2,9,4	55,52,85	195	100	0.0119237327455	0.0528921084783	0.006,0.007,0.027	0.018,0.082,0.024	-0.028
1486	"ENSG00000065361.14"	"ERBB3"	chr12	+	56098499	56098905	56098499	56098575	56098758	56098905	1486	3,1,1	23,11,24	3,0,103	31,25,561	283	100	0.0119485424306	0.0529420678218	0.044,0.031,0.015	0.033,0.0,0.061	-0.001
5460	"ENSG00000115661.13"	"STK16"	chr2	+	219245895	219246876	219245895	219246085	219246656	219246876	5460	28,66,67	37,46,33	144,78,87	79,30,34	671	100	0.0120374375196	0.0532755445375	0.101,0.176,0.232	0.214,0.279,0.276	-0.087
4335	"ENSG00000111653.19"	"ING4"	chr12	-	6652270	6652770	6652270	6652418	6652661	6652770	4335	14,4,11	45,34,41	19,32,11	281,200,79	343	100	0.0120692198155	0.0533557817183	0.083,0.033,0.073	0.019,0.045,0.039	0.029
4286	"ENSG00000198912.10"	"C1orf174"	chr1	-	3890568	3892996	3890568	3891057	3892882	3892996	4286	339,259,276	64,68,63	161,166,121	22,23,19	1925	100	0.0121136615651	0.053491739431	0.216,0.165,0.185	0.275,0.273,0.249	-0.077
3641	"ENSG00000143207.19"	"RFWD2"	chr1	-	175988287	175989479	175988287	175988412	175989361	175989479	3641	108,97,100	145,188,171	32,37,42	73,61,136	1049	100	0.012328725822	0.0543799780049	0.066,0.047,0.053	0.04,0.055,0.029	0.014
4221	"ENSG00000172590.18"	"MRPL52"	chr14	+	22829886	22830110	22829886	22829940	22830052	22830110	4221	18,8,18	126,26,50	2,11,10	15,7,6	212	100	0.012380873344	0.0545484250601	0.063,0.127,0.145	0.059,0.426,0.44	-0.197
2894	"ENSG00000214087.8"	"ARL16"	chr17	-	81682033	81683126	81682033	81682675	81683012	81683126	2894	48,64,51	6,8,6	52,44,77	22,7,20	437	100	0.0124702466602	0.0548185871182	0.647,0.647,0.66	0.351,0.59,0.468	0.182
4547	"ENSG00000126088.13"	"UROD"	chr1	+	45013135	45013354	45013135	45013215	45013291	45013354	4547	8,13,19	112,69,98	35,19,43	187,87,134	176	100	0.0124684542005	0.0548185871182	0.039,0.097,0.099	0.096,0.11,0.154	-0.042
1884	"ENSG00000241404.6"	"EGFL8"	chr6	+	32167349	32167656	32167349	32167429	32167502	32167656	1884	18,7,13	3,2,2	2,0,3	0,1,0	173	100	0.0125318945019	0.0548479833636	0.776,0.669,0.79	1.0,0.0,1.0	0.078
3237	"ENSG00000176014.12"	"TUBB6"	chr18	+	12308240	12308795	12308240	12308349	12308686	12308795	3237	99,95,56	2303,1491,1285	13,10,4	120,94,42	437	100	0.0125672341162	0.0548479833636	0.01,0.014,0.01	0.024,0.024,0.021	-0.012
342	"ENSG00000131788.15"	"PIAS3"	chr1	-	145856346	145857006	145856346	145856431	145856588	145857006	342	46,56,61	35,34,52	43,34,6	48,34,23	257	100	0.0125892121487	0.0548479833636	0.338,0.391,0.313	0.258,0.28,0.092	0.137
3593	"ENSG00000110697.12"	"PITPNM1"	chr11	-	67496177	67497436	67496177	67496348	67497230	67497436	3593	64,59,45	75,19,12	10,12,22	2,2,1	982	100	0.0125496671039	0.0548479833636	0.08,0.24,0.276	0.337,0.379,0.691	-0.27
4505	"ENSG00000128694.11"	"OSGEPL1"	chr2	-	189753915	189754345	189753915	189754064	189754140	189754345	4505	10,13,11	27,28,35	25,16,25	21,21,47	176	100	0.0125614777071	0.0548479833636	0.174,0.209,0.152	0.403,0.302,0.232	-0.134
4892	"ENSG00000136718.9"	"IMP4"	chr2	+	130346017	130346249	130346017	130346112	130346200	130346249	4892	3,3,3	100,64,116	5,6,10	109,57,100	188	100	0.0125815717057	0.0548479833636	0.016,0.024,0.014	0.024,0.053,0.051	-0.025
514	"ENSG00000186141.8"	"POLR3C"	chr1	+	145826453	145826709	145826453	145826492	145826605	145826709	514	77,79,60	7,5,8	78,50,98	24,12,10	213	100	0.0125513880701	0.0548479833636	0.838,0.881,0.779	0.604,0.662,0.821	0.137
5326	"ENSG00000111665.11"	"CDCA3"	chr12	-	6849322	6849858	6849322	6849429	6849564	6849858	5326	46,56,48	127,150,138	39,18,24	157,79,106	235	100	0.0125344269083	0.0548479833636	0.134,0.137,0.129	0.096,0.088,0.088	0.043
783	"ENSG00000197070.13"	"ARRDC1"	chr9	+	137612895	137613510	137612895	137613006	137613412	137613510	783	110,56,105	1,1,5	91,72,36	0,2,0	506	100	0.0126095206665	0.0548752859295	0.956,0.917,0.806	1.0,0.877,1.0	-0.066
3001	"ENSG00000089157.15"	"RPLP0"	chr12	-	120199309	120201110	120199309	120199485	120201082	120201110	3001	1190,999,1248	2,2,4	946,623,931	8,6,2	1697	100	0.0126285072304	0.0548967811528	0.972,0.967,0.948	0.875,0.86,0.965	0.062
47	"ENSG00000149582.15"	"TMEM25"	chr11	+	118531191	118531871	118531191	118531234	118531774	118531871	47	16,12,12	9,1,0	6,8,5	0,1,1	640	100	0.012647014636	0.0549161479972	0.217,0.652,1.0	1.0,0.556,0.439	-0.042
1008	"ENSG00000089818.17"	"NECAP1"	chr12	+	8090194	8092784	8090194	8090299	8092675	8092784	1008	305,292,198	2,0,2	300,424,366	7,6,2	2476	100	0.0126857513805	0.0550232146448	0.86,1.0,0.8	0.634,0.741,0.881	0.135
1750	"ENSG00000102226.9"	"USP11"	chrX	+	47239350	47239907	47239350	47239481	47239789	47239907	1750	1,0,1	30,25,28	23,8,6	216,108,82	408	100	0.0127926655968	0.0554254292154	0.008,0.0,0.009	0.025,0.018,0.018	-0.015
5843	"ENSG00000231500.6"	"RPS18"	chr6	+	33275964	33276510	33275964	33276066	33276390	33276510	5843	1413,1347,1109	22,10,3	630,332,865	0,1,7	424	100	0.0128127735095	0.0554510729514	0.938,0.969,0.989	1.0,0.987,0.967	-0.019
1025	"ENSG00000198677.10"	"TTC37"	chr5	-	95516524	95517060	95516524	95516586	95516915	95517060	1025	116,135,138	3,1,3	71,243,33	0,1,0	429	100	0.0129300961143	0.0557793671138	0.9,0.969,0.915	1.0,0.983,1.0	-0.066
4055	"ENSG00000130177.14"	"CDC16"	chr13	+	114272183	114272675	114272183	114272481	114272563	114272675	4055	57,70,48	25,11,23	180,161,254	29,37,28	182	100	0.0129314500013	0.0557793671138	0.556,0.778,0.534	0.773,0.705,0.833	-0.148
744	"ENSG00000182087.12"	"TMEM259"	chr19	-	1012065	1012573	1012065	1012188	1012462	1012573	744	111,21,60	68,20,50	8,9,18	32,17,9	374	100	0.0129124133857	0.0557793671138	0.304,0.219,0.243	0.063,0.124,0.348	0.077
2586	"ENSG00000140474.12"	"ULK3"	chr15	-	74842279	74842676	74842279	74842420	74842534	74842676	2586	12,10,19	3,0,3	6,10,9	1,0,1	214	100	0.0129521387878	0.0558070103448	0.651,1.0,0.747	0.737,1.0,0.808	-0.049
2698	"ENSG00000070756.15"	"PABPC1"	chr8	-	100717772	100718280	100717772	100717888	100718182	100718280	2698	4590,5192,3882	46,51,31	675,892,834	7,5,1	394	100	0.0130125381401	0.0559669315546	0.962,0.963,0.969	0.961,0.978,0.995	-0.013
4690	"ENSG00000198276.15"	"UCKL1"	chr20	-	63940949	63941208	63940949	63941043	63941109	63941208	4690	7,0,4	18,8,13	0,1,2	6,5,17	166	100	0.0130178968227	0.0559669315546	0.19,0.0,0.156	0.0,0.108,0.066	0.057
1121	"ENSG00000162298.18"	"SYVN1"	chr11	-	65130001	65130379	65130001	65130175	65130250	65130379	1121	6,5,7	18,6,9	0,2,1	8,2,2	175	100	0.013090891807	0.0561359921749	0.16,0.323,0.308	0.0,0.364,0.222	0.068
3520	"ENSG00000132017.10"	"DCAF15"	chr19	+	13960286	13960580	13960286	13960391	13960464	13960580	3520	19,5,9	34,22,25	5,8,2	55,19,17	173	100	0.0131146778034	0.0561359921749	0.244,0.116,0.172	0.05,0.196,0.064	0.074
4423	"ENSG00000184575.11"	"XPOT"	chr12	+	64425037	64425457	64425037	64425138	64425337	64425457	4423	367,378,259	7,8,9	117,160,194	2,0,3	299	100	0.0131121924945	0.0561359921749	0.946,0.94,0.906	0.951,1.0,0.956	-0.038
5802	"ENSG00000077782.19"	"FGFR1"	chr8	-	38427920	38428435	38427920	38428093	38428351	38428435	5802	10,10,5	35,47,52	65,83,2	254,199,19	358	100	0.0131100943473	0.0561359921749	0.074,0.056,0.026	0.067,0.104,0.029	-0.015
5059	"ENSG00000108465.14"	"CDK5RAP3"	chr17	+	47975513	47976013	47975513	47975653	47975868	47976013	5059	613,401,508	45,52,37	325,433,328	74,50,37	315	100	0.0131565492655	0.0562536045181	0.812,0.71,0.813	0.582,0.733,0.738	0.094
4717	"ENSG00000105401.8"	"CDC37"	chr19	-	10395227	10395696	10395227	10395343	10395434	10395696	4717	225,191,221	256,234,281	163,236,179	479,262,314	191	100	0.0131938905732	0.0563516113225	0.315,0.299,0.292	0.151,0.32,0.23	0.068
5949	"ENSG00000105726.16"	"ATP13A1"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985	5949	6,14,7	64,41,52	6,2,4	84,41,34	183	100	0.0133822719645	0.0570937978573	0.049,0.157,0.069	0.038,0.026,0.06	0.05
1991	"ENSG00000171720.9"	"HDAC3"	chr5	-	141628113	141628639	141628113	141628187	141628558	141628639	1991	64,43,26	187,203,182	38,16,25	280,137,110	471	100	0.0134471415801	0.0573079926881	0.068,0.043,0.029	0.028,0.024,0.046	0.014
4222	"ENSG00000185896.10"	"LAMP1"	chr13	+	113320344	113321470	113320344	113320470	113321403	113321470	4222	31,15,20	79,36,54	105,76,84	235,128,97	1033	100	0.0135532100399	0.0576971076644	0.037,0.039,0.035	0.041,0.054,0.077	-0.02
